Crop Type,Temperature (°C),Humidity (%),Rainfall (mm),Soil pH,Soil Moisture (%),N (%),P (%),K (%),Yield (q/ha)
Maize,28.291642207065145,45.76410106236422,56.693997564472234,5.865585262439901,45.77881108484135,0.2290590080107775,0.1907813526403643,0.29344053777335183,27.9019420960816
Wheat,25.690814691657476,61.08813298652562,49.91958585835412,6.821310425708781,52.7919121993891,0.09586444044447574,0.05197139283119569,0.11809905038576479,42.539368690574335
Maize,20.635118295900014,79.76709189795487,158.1644217791138,6.732968634160959,33.33629288636442,0.12518830986516644,0.11015307444009251,0.22730717288385793,40.20987205760058
Rice,20.368218676359913,77.25322740601102,135.5403338996283,6.373735982237802,49.322047594399734,0.16391702911092854,0.12478100177416418,0.1085097174136928,58.349392581699774
Wheat,21.338521188006332,42.74413073232375,170.823048306626,6.087858488849204,41.143124388887884,0.2960508981435117,0.1976486131659657,0.09222955377553091,35.91495125190041
Wheat,20.136719648269974,62.7571842518078,233.1054105812774,7.155011848839866,51.735760572213906,0.2526696010509536,0.06656349178285773,0.25722418203388714,35.11487403096601
Wheat,20.75359060352462,66.12172880355845,137.74245120136965,5.318923159235598,59.62184131080534,0.24136708422826286,0.05830904297797737,0.2244911300936946,36.54841917466896
Maize,26.91714397168912,72.22733253129111,149.42369278307146,6.595342600612453,28.02604069615045,0.10556201043559811,0.04139298353000697,0.10214639500709713,24.11551283091262
Rice,25.34346275029463,72.50836752216141,31.510321397186107,5.420619543222536,59.78594566239992,0.2518190965952981,0.06489142989908837,0.08943359652961688,45.435155525500605
Wheat,27.499107494699718,58.23486247286529,182.23258861807108,5.744178831731166,23.59248617131096,0.25275913853352333,0.07316367665082682,0.3472342316205203,45.81382203800336
Wheat,29.13165752257643,68.0338597001757,105.97724963299748,5.679137235421029,20.092701916192553,0.2122425930373522,0.14089295065329477,0.0881057596802494,37.6946515301489
Wheat,25.85149532325472,64.05309419220433,244.41405727901892,7.083479173025191,21.76647744711325,0.2978795920396418,0.07515308646262406,0.2000226283235431,38.719903611411716
Maize,27.26120844071848,84.24991782616405,207.56176374295848,7.1281835911342055,33.67129618947047,0.15155585930340143,0.04328333035669203,0.2162471366440778,34.85123663917028
Maize,27.570812020424558,66.51325663174501,135.3954497238684,5.4026339773164,45.316253227137366,0.28707993861320735,0.1722589352803982,0.11166563990612016,34.74133737878869
Rice,23.778505492757866,62.051608087408084,39.57343700131985,5.048477352654509,22.761181635513985,0.28124084529043075,0.09849531216063469,0.12564668017872338,42.021306145657775
Maize,22.410848323296317,60.22427248409254,216.25979038734138,6.584017687258849,20.22663258118269,0.08252574514486313,0.09659146985291743,0.17498735173079516,40.78851965844164
Wheat,22.05045328506525,68.62138797167329,201.9474629017652,5.919577854515065,57.48364113835179,0.1790256358244584,0.08839664466686825,0.2856524865776889,33.546531064478785
Rice,22.514424395117985,80.19884897004488,54.30043108888792,5.1954485391926415,52.87706543759719,0.2949629312713461,0.19605972434342736,0.216912254496272,61.692149081490065
Wheat,22.74731797025909,66.92007451903937,80.86678941287443,6.504259032269494,52.367326845561244,0.10268669972977668,0.06721846676948504,0.25223350612929957,45.45341976256333
Wheat,22.072276490080565,73.08275875402708,200.41774195548095,6.199232162173539,55.37697102007908,0.20051263276433026,0.18371809023251764,0.34599712987448217,44.29799068182628
Maize,28.782206674791922,76.89278834532625,54.45482717137832,7.157137008402433,48.00137091088418,0.29537065154904285,0.16428853314238206,0.2873614675345666,34.474441163853626
Rice,27.569991321722288,66.00840549393659,230.26059740113055,5.5003008908950335,24.176165189923257,0.20220899330328923,0.052236792879890095,0.19727760449812876,40.43826991326649
Maize,20.4689646779122,61.34085283274322,111.88658204712685,5.888751327918406,35.96400752294892,0.12175936665387432,0.1978766562401358,0.20053931888506815,29.009387309079266
Maize,22.686724820253072,83.83326889312247,30.889351021038074,6.19360076746993,48.92597945858518,0.20808031062036975,0.08341855416624169,0.2470684608010713,35.12098573406453
Rice,20.221847420303018,60.875304201394606,205.77967444102742,6.741739974597374,31.213378431660836,0.1249769262689003,0.05577326832358598,0.25964860627310415,51.62353887767616
Wheat,24.98165186645893,63.09714252877938,99.64232392921302,6.207445044784129,47.496254565449505,0.19433493783678651,0.17269027746012153,0.21519194997590124,47.269597898256265
Wheat,24.76210696789014,89.51706566708886,136.35980659690745,6.348380353896289,20.979937930706093,0.09628928794071656,0.15306808538843197,0.25411253016004454,36.17604550699231
Rice,28.313714900625012,40.01187617879423,36.9530426586926,5.497523513497869,32.24549363518373,0.213206187227169,0.13875500894046414,0.08635377349180667,48.80604377375981
Wheat,23.077772397710493,49.27364547883612,10.620163562795772,6.863221201794832,41.96521345108691,0.1936937866081948,0.06495693819182931,0.1959981732521479,35.31995386185316
Rice,28.163857352130623,59.198194495986286,163.11644939039144,5.942987203335047,45.28359318024969,0.2428355011275219,0.11655937860095392,0.15531328053983873,49.98342606882387
Rice,29.67973765439823,86.62949547126264,133.64204088009558,5.310111180547892,43.08162657847643,0.2187541036549327,0.1648889643019542,0.1148771002156398,56.722148929425614
Maize,20.884082233656464,43.501485287373555,152.44925658955532,6.461213411911919,47.910251042937176,0.20091337907676646,0.08857983010301444,0.10687755845836928,37.675382356814765
Rice,27.91817839469633,40.4742716814249,200.49852409132393,5.475398997007677,20.243549929593563,0.23175134683458665,0.08987037256240663,0.2428618847159602,59.877037532163556
Maize,25.89955897137636,42.63419179886143,165.18541922148643,5.214637522526459,24.03764799910086,0.11166722098589078,0.04050254496769954,0.22137214773120517,40.19294549953699
Wheat,24.80045967018475,44.42717053068091,51.94562627857052,6.896371198489399,54.7577700911658,0.2109791254768929,0.06787894426326073,0.14846771158901967,47.7182799099485
Wheat,24.20535778665075,41.87983866031304,96.58540458654396,6.012356981874567,47.26994576360645,0.11786433262101109,0.1800649000194935,0.20715651586857892,46.32158084686702
Wheat,27.846682639443095,63.98906634282524,227.41386514906247,6.648424167930708,24.51726570744045,0.2836148857274138,0.11067943866203314,0.21290272509925023,30.378908067487092
Wheat,26.393613569742424,69.03786036136638,194.78672806040294,5.639292631573981,53.68297749594317,0.09503350306603292,0.19747751987750944,0.13265242471842625,44.71835907103977
Maize,28.05044667519362,53.584348553450205,143.59289390481214,6.731334296818866,29.689248712982675,0.1746824449319745,0.1033132741718068,0.25606512670804565,25.20998934045829
Wheat,29.031510586766263,59.91436919878178,71.35479947422536,5.2462590394473665,39.13039536780894,0.23307544508419786,0.1544298327648386,0.2908482262242444,32.65856085415965
Rice,26.172637120972922,44.58496675557151,82.49452044035081,5.783141422348676,25.807860515386412,0.1807648865670169,0.08510704686475666,0.2936951560401701,59.15466354397407
Rice,29.80462725092378,56.81852319142111,185.6699362205523,7.1517359995417635,48.404402256868266,0.10026095571123853,0.09820954258254935,0.24266685428993284,49.59229586223085
Rice,26.08087849541885,66.12595958172615,214.281822604665,6.7467773760096135,46.67417684057071,0.2017433835478756,0.07051615801454314,0.21814241728013378,41.7135149011133
Maize,26.366443216222827,76.61359035923226,171.14192068734746,6.0939630466923145,28.44449884664545,0.22115901994201798,0.0955299789599032,0.09647192861145662,23.440743359959033
Wheat,25.548156085422256,40.16731810214896,204.28719418442603,5.747510437436147,54.53603067428007,0.23483430841791164,0.1275580032673029,0.15771445068993356,30.018588337399223
Wheat,20.910020910513303,63.36553832688263,193.99747244809743,6.918698540049449,36.05224096878849,0.16211715918180697,0.19868366095667991,0.10518329063010587,48.064472546894145
Wheat,27.26397032650228,54.85014382274411,45.92895230966985,6.1986650699859345,31.700603642829673,0.20400519362632769,0.14627227409148572,0.3402322534371879,30.492359676824773
Maize,25.474463068991113,82.64109108459508,111.74675509919248,6.668535039312045,26.093183578581417,0.1791510244865609,0.07187935270533025,0.11647163948095539,25.236394237737777
Rice,24.509104474161045,75.77766576171209,46.71611219885504,6.659036896695561,30.646720500621498,0.22785232852549575,0.04719383065464818,0.12097936065979756,52.48788342063722
Rice,29.104712784032728,69.45542672354475,66.45654035247635,5.039480492850682,20.88107684895268,0.20838253281146008,0.0602170370103217,0.32018568694923283,50.69713977852457
Wheat,22.979594515419507,53.863282284838675,218.62230991625262,5.277758322143749,43.33029969824462,0.19566636830300965,0.13000883220368759,0.3348606365386436,48.23451753825552
Rice,25.236022760150114,85.51695510287672,123.49407175196372,6.451184606068433,53.689229853757915,0.13489536070441469,0.16242565261068262,0.28677384059342564,41.208668372036264
Rice,26.97641871493463,42.25503386101616,138.4859444422386,5.355563584828917,41.95921797766567,0.08044407390461146,0.1904670731681195,0.08145932939162087,55.36644123031155
Maize,27.96471775673877,45.473379933955755,52.827031654665305,5.562085358242331,28.77095847695503,0.11829796856851443,0.042531707519491334,0.0803634931582722,37.011986563109346
Maize,24.593468079461722,59.58150702701781,84.94522865171105,7.082603499239136,21.34676712855491,0.1057545291133171,0.12364162264989917,0.18208720784261168,43.292449342029215
Maize,28.420914150187095,46.22187786484282,65.25908042268878,6.232400968424806,28.585122930352114,0.1787986439024083,0.1153387769957083,0.11871674990294098,35.509281303093026
Maize,27.689177413153974,87.82078487797125,59.484679484422344,6.651604915398564,36.64485712284369,0.21469679316760582,0.14496880351611263,0.08496425838093127,40.09388090029407
Wheat,20.66235977851866,79.89946610716916,163.11059039583282,6.227557625321808,50.38445714799186,0.1268787019106578,0.1295326167144547,0.20529800613921623,31.674498756906967
Maize,20.458612664046328,52.949132580090684,71.65212343497156,6.215529952521996,27.513714101510963,0.28659256111278114,0.1499262640931969,0.3346267122998823,29.648487773423184
Rice,26.208056844220913,69.42771144866227,161.68371664490044,5.207134202276535,48.79165813418744,0.08147006842925532,0.14529321355987046,0.16743128522365647,51.218414034372024
Wheat,23.474134082254142,89.11652575400407,24.029107386052935,5.756059023740026,54.67733873407535,0.2499062233363754,0.058721875977271396,0.258507983175748,47.725764329114355
Rice,22.09130791078514,84.20994890657515,44.02585444650445,5.621347977110326,38.15787392433428,0.21754504929669727,0.16795486617899513,0.25610354534575897,44.54113513789825
Rice,25.796499344717382,70.0399223221099,75.88966096003008,5.859602404349949,52.85727966570373,0.16218205623049,0.05971721211461198,0.14779162798959528,44.556585170098906
Rice,23.41563210456545,85.18619835876353,153.291260054966,6.756357214093523,42.18629392140382,0.09110756777072974,0.15176490003346194,0.25561481718244333,49.85674449657395
Maize,25.372634167140703,89.45924549066794,172.20189882097023,5.818251869417103,45.4836334832362,0.21804704579254142,0.10658325882249708,0.13733017305746065,21.361651184170938
Maize,24.60119158983572,77.1676411446812,116.2520720270865,5.993733002309702,41.05113841352811,0.16483497283044257,0.12221611753225567,0.11294200166576004,24.56145101631225
Wheat,25.847661059491536,43.2493204741447,116.98981949853496,5.874239059067697,38.52690867005367,0.2859787706709082,0.1845276823001137,0.2693734871011163,49.3041927709147
Wheat,24.00300488910281,60.07901182127438,183.88404433566834,5.20549753834565,29.386137671033975,0.1992378164757485,0.18238139623575786,0.11062902061805752,38.56367879734346
Maize,26.97667573696932,81.89128676416227,13.797062023739786,5.970358748151725,32.127762378441844,0.28672333248457177,0.17085700890480474,0.3491654890191259,35.80048021056091
Rice,21.800672723492987,51.52845979025095,91.86160587381293,5.430340400697933,31.59880475774436,0.1285064125641269,0.12162374087301173,0.12953214831056192,61.78333778033911
Wheat,26.96501466227079,81.53212588753124,206.48969370861585,5.410791250700691,42.53155723815259,0.2396597002801027,0.1577983696214133,0.2404183029442435,37.33922814014401
Maize,24.11661214357528,46.016938101749794,154.77265845120934,5.206879429755386,24.798147720955598,0.21579478458671963,0.1220635288830095,0.1910711342813991,23.680676860262924
Maize,28.74317604854417,42.34726785739065,90.93451186130089,5.7846761431118825,56.6716676280934,0.2426698105628886,0.1791369731959644,0.11412433404953012,25.16452540554452
Maize,25.152360548642108,59.20453057456248,227.32595015912173,6.666460146536719,48.82620581132453,0.12722693007395808,0.10444413331726399,0.08751785504590162,27.83166191451526
Rice,29.731103492701045,41.836596871330684,195.4294545878518,5.6081717192834715,36.05782523652775,0.2262987935723102,0.1952376551063803,0.24813771621906494,59.08205261056677
Maize,26.019353955409603,87.86351314916628,73.57490733681601,5.68716802414813,26.34496578105512,0.18956888647251116,0.18917164131662043,0.29782454222306404,29.95701372722636
Maize,22.238490659063206,81.3102847896983,164.86956100617206,6.4138842468793325,55.27968678886543,0.24342149447938954,0.15865641911228567,0.30734422860682087,20.170367447503203
Maize,28.217906368444492,80.03848435649375,152.9801747653496,5.430849787691222,52.95112360404661,0.1519498217133999,0.08470654146817153,0.21033263773077226,33.085179626686795
Maize,23.450826278223868,71.48889614980766,106.28509936935585,6.973307446931775,48.86886210868717,0.2758125456023555,0.061064574206921345,0.28991297613924405,43.03783479768545
Wheat,23.476192144826836,50.81620115182768,98.06945900915215,6.14441915115342,30.861881896449695,0.09854628921449708,0.1767525520149116,0.26166872604190705,46.24155222017358
Wheat,20.31804681485165,65.91301833381961,92.45451394616894,5.984726468704477,36.09786549734676,0.25758165013406137,0.0664483657820738,0.27554872242476597,46.504227425192624
Maize,25.487153092074088,69.86370362151705,158.11738801495522,6.2272044222442435,24.109930098096935,0.26949031767931997,0.17668172623957373,0.21300173140988982,39.87645044015328
Rice,25.34423503732523,66.25157504301342,116.17838475536068,5.36527548951563,27.56158098910127,0.25979550850070066,0.11852240107397768,0.2510211698653743,49.71192476831271
Wheat,23.559914842719863,53.011668397576365,209.64714718034128,6.349640905006188,51.32066549266931,0.19279980673759073,0.10504908540929667,0.29749199666553533,45.303876675087835
Maize,28.942172628959256,65.76239621573629,170.70462787215087,5.798821620594823,48.60154875402735,0.17644469560676748,0.18451052461350867,0.1874287274003962,23.579033945279825
Wheat,21.287483982996438,64.55931704343132,26.78358537026419,6.9738099501221615,43.739430519037384,0.29917770303547286,0.13661615720644446,0.2976143032342476,43.15432294551907
Wheat,23.300995133101555,89.8167887903362,163.64037371875986,5.371479254690909,55.829069037046914,0.13041782926711565,0.13225824114075485,0.23984454755304696,42.83137133369989
Rice,23.21582764680029,84.8718074023102,75.07538476004436,6.115512428503971,43.33066071252182,0.2003127124927298,0.12940255113990362,0.12479327658011227,40.76709397269204
Maize,20.92290586228746,63.169037410780994,152.27487799682143,6.31584778461184,38.67871999854443,0.2275486155841116,0.09938712256312503,0.08666472245063785,39.69925333977329
Maize,24.81145394056293,71.14686914675593,173.23166346482833,5.073443923930038,33.61482985223051,0.23419087988951504,0.16570289656466036,0.17794347210777106,42.58120262737826
Rice,26.87784717096083,77.39358020461142,65.3990053969629,5.800124874463508,57.6179402294469,0.1248854264624873,0.08044775104252369,0.22760800864001174,48.022458354163234
Rice,25.116570135472614,41.743258011691246,119.64607477128848,6.6117975163418325,23.308618460974138,0.22387870031475626,0.19022319360660403,0.3067514950949418,64.37172172558452
Maize,21.569776827161938,84.746072061392,55.67796707657627,6.804830516387741,57.235494882432334,0.2600413046258942,0.18303763280751373,0.11442113363786646,22.060149296548705
Maize,23.772859652420728,83.00634082089618,22.561330188761993,5.688956388598021,53.068586397240736,0.09100408690064468,0.09399685210798371,0.29605571387456636,34.99919645652665
Rice,20.025950243836466,62.87160488868537,100.83434163660857,6.756905199242053,25.19719698142805,0.2805346845315696,0.1567142031730662,0.31301244243815124,54.56940596002831
Wheat,28.683011070355867,59.558488304018994,97.10662524303808,7.129062929627455,42.599374307010144,0.0864908921319453,0.13171571111193464,0.12068562149022512,40.91847066618
Wheat,20.84517007680682,53.64796874281575,248.9153177690217,6.885122659365207,54.66191926996348,0.15831362714744673,0.09402388831987754,0.3099304662121391,48.5241040376869
Rice,25.972780822554306,63.833841416518425,117.12456428743411,5.258816773950516,42.87236654428615,0.08347890317125166,0.19816346367927148,0.3476924633175538,66.13945741740561
Wheat,29.862569958668153,42.21883317666184,90.0566918733281,6.62740673058819,56.28799286242489,0.096971937078708,0.044037975335722276,0.2762464843830241,45.70167314479514
Rice,25.365906459873326,82.60967666735039,149.3140016120019,5.703267031369198,57.7193526726417,0.28045702273961737,0.08042336489940587,0.2918878140927467,48.21095373035113
Wheat,29.240417591074333,41.77111842092725,31.30417458586443,7.174515176706569,36.895380887372234,0.1580693827641525,0.12321184977778407,0.3484921222408958,48.23637257372184
Wheat,22.361165331174043,56.45256826849355,240.79977662915516,6.067789762951752,35.09254645625295,0.17344973669351163,0.12351248055657021,0.2434799376420052,31.950153849277505
Maize,27.599554089375857,86.5794744159495,162.39041094184796,5.26935457638967,57.45284615876627,0.12737576390416158,0.13422929199129027,0.16312932314438733,41.333230413969694
Maize,25.31265753973534,76.76063272617264,191.16107678580346,6.595408205660259,47.005602445986725,0.21136106944107835,0.1602681875236671,0.306133325200535,28.204001808840196
Wheat,27.20516061391465,54.06954802887634,50.91470516174021,5.710624636449671,24.64090725392677,0.2108567072291137,0.13975645288308744,0.2459111599281404,31.075446233239667
Wheat,20.623413625112413,52.632454698044256,108.27468472124893,7.193571945579656,21.69166996890725,0.1618840862015482,0.13604503368448592,0.23692276440465826,43.38713968481497
Maize,21.477390919062266,40.2541069909013,111.44538721508549,7.155521407279949,42.58516203989053,0.15326767179718764,0.04856231406608693,0.14848159998879032,25.781998207898887
Maize,21.331169285874783,74.7857146424875,207.23354653626083,6.443494839645277,57.20683861753698,0.2746921477997293,0.10024484604628772,0.2842102527873794,26.089278146615797
Maize,26.87165505403331,42.43917908365866,10.296803142258266,5.285618187693778,53.76994809623274,0.16432253272128428,0.07712891835218497,0.10205016448222598,27.651179155719287
Rice,28.44440672633629,66.63012597003811,82.20474600478121,6.5110941948850645,47.03390985857346,0.1885702182739698,0.08245921785631607,0.3295575091145585,41.910543025075505
Wheat,27.496162320085872,88.10609862960249,245.49672984263293,5.20466707021206,25.5646339556435,0.14232704773348473,0.12869399589445518,0.1679723344080309,33.54254288396508
Maize,20.304721527335943,45.473443002722696,123.97277044149247,5.064601150025263,30.169255349947825,0.253089290738568,0.07192085038873736,0.11449915625329742,20.12849068963901
Wheat,28.672149810747232,84.72399654840336,101.80630725856199,6.8105085816872695,55.020449062104646,0.16743859451780013,0.0870318561627036,0.19943896393765306,38.90819042211574
Rice,23.541466707931257,89.5737667572524,38.758960484235125,5.461456484904099,27.31228946627602,0.19299443023975138,0.07793355336277441,0.09146687549926395,42.52766132253914
Rice,23.971638325040825,43.075851311961756,243.79951087072374,5.833859677682014,31.13757633001738,0.1357385774131255,0.19176047091491116,0.2648490724515409,60.47957815132597
Maize,21.04869166532481,84.14531345687305,14.806325422197872,7.141606257947581,25.184026047817678,0.2972851103150754,0.19114651714737524,0.32373048782024616,25.89057127979121
Rice,27.37405206093819,65.80395102218083,186.92325400173834,5.741049104094428,47.04432925657645,0.14412906300321904,0.13759064937536827,0.3060610119273973,68.30722432105532
Wheat,21.82283878475958,85.325685972229,194.46395314924203,5.652277518823293,57.75929221452839,0.24956335679922137,0.187923594997104,0.11438975783092789,47.42503254797305
Maize,25.639650920188366,68.56594709597871,68.47761185532799,7.020057599170105,30.75872126381544,0.174049043078487,0.16573002327493971,0.1140932070190876,27.236022374205206
Wheat,28.40709985877931,73.10560050532823,171.17402646712895,5.243646579701708,39.01626431400295,0.12536782911851077,0.1343916612482894,0.2996273102275513,45.664309093133575
Wheat,20.89204328712056,67.18894539986997,32.30299465105358,6.67108130225219,45.37358958844817,0.25593812807226946,0.041029633839487316,0.3295486541428413,46.06489809329612
Rice,25.353355640155236,83.22464401536743,71.69134394369917,7.173744246636103,59.97864992862523,0.15339349358638948,0.16360260577270466,0.20438085405504205,69.5968934234323
Rice,22.332164115498014,76.69549594768509,199.0964771901436,6.982851223704228,24.192322599902884,0.27034253642751843,0.15239813465415503,0.21472220156671679,57.93519960537055
Rice,23.429268642782603,66.06301560902074,217.52468608804966,6.433669421154137,39.94283198022836,0.28135658068192104,0.13844058452518623,0.16593075117414596,42.45897203930986
Rice,24.739699414305562,83.40804020257735,156.0367390383499,5.69093374898401,35.4048047961,0.2691612437860807,0.16166788986919547,0.32145158192923173,59.40511686779143
Rice,23.551043032793046,52.26427661276673,131.6412236369158,5.559508358592296,54.63280660889421,0.08770174125749725,0.12206754636396253,0.2541237844289361,58.749392451281054
Maize,26.48822840291576,47.8670329851263,48.23296494855527,6.8023612307172145,39.03870924046623,0.2532221359011232,0.15265332341141424,0.15782792583518948,35.958764435510794
Wheat,24.7958210175425,48.0200052665036,25.14616793899604,6.935608210693729,24.439100983405922,0.17049468262981166,0.18962753387623893,0.1606713751846479,36.14291296208423
Wheat,25.84199484714169,56.700443937261895,38.23576683365407,6.155956807600525,45.37696581146335,0.2722190424400895,0.1001288025353738,0.32062401972717264,47.19359170160666
Wheat,27.36822475394913,51.93450156505088,64.56575202306371,5.537547869730226,50.83122473055519,0.2203499377906425,0.15329949358410008,0.0836811864545718,49.189443659108235
Wheat,25.577422659504375,86.50451752548693,92.001880455261,5.248475058504582,20.115250066624583,0.2634014895116708,0.11611005088175338,0.16713617463619235,34.35425025956303
Rice,25.86535434660759,45.2917046914292,101.41828612263693,5.191794829230028,54.35826741682518,0.18987498937070377,0.14790394429023704,0.22967630392841965,42.644564744099334
Wheat,25.644585425226413,74.94953690197939,93.11722446136085,6.581970384178483,27.440920000226626,0.1977056110117652,0.16206293368869826,0.12001871476681764,33.890700663369685
Maize,23.787726259512894,49.461076989250294,67.37327972734374,5.924261201264995,42.082774586135116,0.11176527906940678,0.047272400069727355,0.10486666363388925,40.51380348139297
Maize,23.374468338719183,84.08185663851751,132.33381922040755,6.991791723411315,36.631900027498006,0.2524772189116582,0.1434560710317859,0.3001246093944512,36.916115870496185
Wheat,28.996473971450122,88.06576440924536,208.06866597589524,6.62727686159888,48.786152664421216,0.17226571456673376,0.07627858950511113,0.3214891849350969,42.72094684678253
Wheat,26.075552222935727,63.27350043849918,77.12884923315501,5.420772919412091,34.84646459142967,0.19001762601974814,0.1472052060492107,0.3023737336155111,38.03586270218849
Maize,22.443531554646544,83.95357401140657,236.17288458453595,6.350310321394538,54.79052706726843,0.2527214971010557,0.11493282974941016,0.3226727302290838,34.44569928778589
Maize,24.9824769784894,40.25725853773574,219.6007988137235,5.958111999675951,49.21985443835161,0.21174598801747657,0.16376843869838195,0.22934023218576027,27.696853131859186
Rice,23.30348481280914,80.99734587040501,48.8234107245063,6.269949407690949,45.908526842516864,0.12424172003738683,0.059744130432895434,0.29930969266739227,54.31600238253884
Maize,29.336918237598745,51.43125807624617,198.70622962170268,6.623752071344738,51.849623822514175,0.20985118501319638,0.14021157626499123,0.1836915123655971,39.82657570926639
Rice,20.075343631340747,85.43506546346839,147.900971756264,6.77363093820834,50.16092139713529,0.16967922875552427,0.08455531662840837,0.25989232259934036,69.43724792366386
Rice,22.25332797712528,40.056005574005475,145.97808692114046,6.856222118094793,21.43754699686213,0.18329561924964977,0.17647711925289464,0.3469855934750744,67.97466770769405
Rice,23.653568196740576,67.80908675198785,103.85026313396186,5.558744724058455,35.789374153793126,0.08622848036858691,0.1885413609018092,0.1409464854365644,68.01597828538746
Rice,24.878098008087377,77.83179018924673,130.27671980368234,5.068454319818187,57.23229189265959,0.12620645689358195,0.19942372698864888,0.18527293149859175,52.06671204541337
Rice,28.508175178361462,52.9344165348954,105.32290658301065,6.626448417362501,25.02897075968905,0.1418283779038262,0.16736118438836534,0.20961279187372311,54.06369641520373
Wheat,20.87887624540144,49.656643229364654,139.53582850238627,5.233956197762704,49.48386201728205,0.23685120172893726,0.16059745126848074,0.11726418149541395,44.11270792737963
Maize,28.058648867411435,44.204911223399236,160.7080126654326,5.692823094948529,58.983672453413185,0.08252834412558537,0.07448012141880817,0.10188042482556534,43.05479820128211
Rice,20.556534893569754,56.32167882516465,171.83291353817162,5.008397695073564,22.087945161798864,0.16993099747040905,0.0937611294384174,0.30402517390683853,44.25982778056254
Maize,28.423140352981818,67.99221561544147,137.79548621426227,6.499672861283564,47.287755225064416,0.2832859114936612,0.11450920668196474,0.34373448066344825,27.606046595679892
Maize,20.51635477874513,45.792192839012884,183.1412961588956,5.367690425236686,38.72616565204122,0.10461373564080724,0.16374096764515997,0.18927576723400782,23.48117111485274
Rice,20.18242481428361,58.83476809933994,43.906731826121394,6.441621301321648,43.167010214988885,0.19361336540809443,0.186394538412475,0.10366545577255638,58.36025589878366
Wheat,26.969614623664214,40.45362023263625,60.87579781653724,7.181833757769246,23.413653459372995,0.2530349241259863,0.07026225600367754,0.09776917538645565,36.126019937750755
Rice,29.972555347683944,80.93397102499209,206.49640097782483,5.159875917542036,21.72027807467758,0.28735688765442563,0.18757879754721646,0.32065591571728064,49.783235575377205
Wheat,28.966102629740206,46.422435904659565,87.40671468313964,5.169571626293213,46.674666422036864,0.24429086069741796,0.1512999443766493,0.20522984742647354,31.418319189759586
Maize,25.759984178056598,54.16714741327908,15.49451799426886,5.748836203866685,52.93237719282872,0.23852442070176932,0.13772331690960618,0.1664073754718458,28.744901545189798
Wheat,29.173956130855316,40.92138593691087,46.909875920327465,6.906050331352953,51.28061339731869,0.2618273798430677,0.07197460340511033,0.20864454323463788,47.24993014803171
Wheat,20.053000063976054,61.612039194625616,63.6674642791147,5.47416571134093,41.752229114649495,0.1781642686150596,0.04888400524946409,0.16594210556693378,34.6614562378167
Wheat,29.750671629451425,82.00607513706095,239.75749309470092,5.792831203846765,23.994672845447127,0.25728579717592326,0.1309543837612704,0.2120396593330574,43.903749324201314
Maize,24.907487792587844,59.60756057225983,147.52994294340382,5.150711894579355,47.52177775344055,0.08175216904399925,0.14424250933262278,0.3120802271678429,35.74070862346481
Maize,27.228960966217755,48.97486617119167,233.85537771430114,6.6789416407695565,29.675555342165836,0.28340343218289704,0.07372503189675012,0.2399213701867658,41.58711520922788
Wheat,28.208614731533526,77.68494170252596,148.03920411918998,5.898273954070793,56.44274811069535,0.17752743209377855,0.12903299293207302,0.2675565186587473,32.64575895302077
Wheat,27.184572708365536,79.44034909353721,125.04506563308442,6.670347212733854,53.530614381828194,0.20174364133046446,0.1770389444420118,0.17846108258327087,49.55179920690087
Rice,25.350367320449106,48.68767376537834,85.29464588658306,6.987937257562949,48.375318683495635,0.1360740947612741,0.1736105512728032,0.27939658719784005,57.47885938121097
Wheat,24.76619484126412,78.5427054270495,155.52902666401013,5.512078923622836,57.953838233245214,0.24335678322489268,0.18837682889380755,0.2599866129174305,49.90948304693629
Rice,28.385825587026247,87.36489441281691,43.40752590820716,6.776271266747893,21.25687286045092,0.09685987742455474,0.09854172952910087,0.11228173939305525,67.34544177597553
Wheat,22.050775601494593,48.31887934661361,225.58279055024943,5.130006558172157,49.448017002430475,0.27197987656030376,0.090887931608147,0.23461357034120783,34.430345442262116
Rice,29.679940665042345,78.54921462660678,209.0397772339081,6.977464253996544,33.20971117345621,0.2621857023813954,0.1599081609569294,0.14932074400363465,41.68486029709939
Maize,27.109524788367484,75.42860023013147,86.20754749041689,6.431690804629245,56.24263542745461,0.1275332255738486,0.10897798481552079,0.29710583080107,26.39097734488404
Wheat,21.995069273383198,63.67869442175443,238.67140662431063,6.923298793104374,30.667007866479103,0.2580513676227577,0.0540077862444449,0.19500318128607363,40.5512729799884
Wheat,27.36247183698488,42.89602302793992,208.04818417973635,5.00041447902448,48.99425997260068,0.2529987012735259,0.08524818090727995,0.3485647246030515,33.4319273413038
Wheat,25.298400231811165,43.7347208878927,169.91365260040953,5.371978354783184,55.10588078603126,0.21908765150586879,0.10697316568503826,0.10497511824352022,33.34919489035977
Wheat,27.072300956444444,82.62073295993238,39.222858670065946,5.857470652338282,21.666272735307295,0.16217443891793126,0.08680262807620032,0.29069392293984275,39.25187094210306
Rice,27.677795014428387,89.50741863753235,124.77616553153734,5.834906387424381,35.905903183681446,0.13972972592001093,0.09315289135157145,0.2618994680563822,40.99803913508075
Wheat,20.872901795896755,73.80261285933773,131.46581316322022,5.498806842431724,50.492361280877546,0.130992389863657,0.08700414498790252,0.28722468425949044,32.437761650645406
